marketplace,customer_id,review_id,product_id,product_parent,product_title,product_category,star_rating,helpful_votes,total_votes,vine,verified_purchase,review_headline,review_body,review_date,sub_category
US,36848935,R2US0P7MU1S4T0,B00QERR5CY,82850235,iXCC Multi pack Lightning cable,Mobile_Electronics,5,0,0,N,Y,Five Stars,"Lightning-fast charge without heating up. Quick energy transfer without heat buildup. The connector aligns well, providing seamless power delivery. Durable construction holds up to travel and flexing. Fast performance and thermally stable. Maintains constant power thanks to secure connector alignment.",8/19/2015,Chargers & Cables
US,37392238,R3BC7JCKAU3VV3,B004A83PE6,82850235,6-Pack Mirror Screen Protector for Apple iPod Touch 4th Gen,Mobile_Electronics,5,0,0,N,Y,Five Stars,Worth the price. Did what I expected. Just average. easy to apply Not too bad. Works for now. excellent fit mirror effect is stylish smooth finish bubble-free Could be better. Exceeded my hopes. fin,8/19/2015,Screen Protectors
US,53006695,R2QE37CW3DL6WT,B004911E9M,82850235,"Wall AC Charger USB Sync Data Cable for iPhone 4, 3GS, and iPod",Mobile_Electronics,5,0,0,N,Y,High quality cable at a decent price,"Sturdy design tolerates bending and commuting wear. Maintains constant power thanks to secure connector alignment. Durable construction holds up to travel and flexing. Quick and steady charging fits into daily habits. Solid quality, doesn’t compromise on durability. Charges quickly every time, ideal for everyday routines. Quick energy transfer without heat buildup. No power gaps thanks to the connector’s precise fit. Fast performance and thermally stable.",8/19/2015,Chargers & Cables
US,39454547,R3ORUYRYFIKIGV,B00J46XO9U,82850235,"iXCC Lightning Cable 3ft, iPhone charger, for iPhone X, 8, 8 Plus, 7, 7 Plus, 6s, 6s Plus, 6, 6 Plus, SE 5s 5c 5, iPad Air 2 Pro, iPad mini 2 3 4, iPad 4th Gen [Apple MFi Certified] (Black and White)",Mobile_Electronics,5,0,0,N,Y,Works great,"Quality construction adds long-term reliability. Solid quality, doesn’t compromise on durability. Withstands frequent packing and movement. Fast charging without drops, great for day-to-day needs. Charges quickly every time, ideal for everyday routines. Superior cable strength and dependable performance. Holds shape despite rough daily handling. The connector aligns well, providing seamless power delivery.",8/19/2015,Chargers & Cables
US,24129368,R21EBXZAQ20KVD,B00J46XO9U,82850235,"iXCC Lightning Cable 3ft, iPhone charger, for iPhone X, 8, 8 Plus, 7, 7 Plus, 6s, 6s Plus, 6, 6 Plus, SE 5s 5c 5, iPad Air 2 Pro, iPad mini 2 3 4, iPad 4th Gen [Apple MFi Certified] (Black and White)",Mobile_Electronics,5,0,0,N,Y,One Star,"Holds shape despite rough daily handling. Reliable fast charging makes it great for regular use. Quality construction adds long-term reliability. Maintains constant power thanks to secure connector alignment. Sturdy design tolerates bending and commuting wear. Charges devices rapidly while staying cool. Plug fits snugly without interruption in power. Fast charging without drops, great for day-to-day needs.",8/18/2015,Chargers & Cables
US,23032177,R1RE98YJV8C0V2,B00J46XO9U,82850235,"iXCC Lightning Cable 3ft, iPhone charger, for iPhone X, 8, 8 Plus, 7, 7 Plus, 6s, 6s Plus, 6, 6 Plus, SE 5s 5c 5, iPad Air 2 Pro, iPad mini 2 3 4, iPad 4th Gen [Apple MFi Certified] (Black and White)",Mobile_Electronics,1,0,0,N,N,Great product with great price,"Overheats quickly, feels unsafe for long sessions.",8/18/2015,Chargers & Cables
US,11520149,R3G4SXGOVSSJC1,B00BUFBQWU,82850235,"iPod Touch 5 case,ULAK® Hybrid Pink Hard Aztec Tribal Pattern + Blue Silicon Case Cover For Apple iPod Touch (Generation 5) +Screen Protector +Stylus",Mobile_Electronics,3,0,0,N,Y,so good.,Design could be improved. Didn't love it. basic protection just okay average quality Could use improvement. Feels alrigh,8/18/2015,Phone Cases & Covers
US,49000327,R1KCOLT3HGHZ0A,B00QERR5CY,82850235,iXCC Multi pack Lightning cable,Mobile_Electronics,4,0,0,N,Y,Four Stars,Lightning-fast charge without heating up. Durable construction holds up to travel and flexing.,8/18/2015,Chargers & Cables
US,10163944,RGC5CRZWYWD8X,B00QERR5CY,82850235,iXCC Multi pack Lightning cable,Mobile_Electronics,1,0,0,N,Y,Five Stars,"Cable started fraying within a month of use. Charging stops randomly, very frustrating experience. Overheats quickly, feels unsafe for long sessions. Stopped working after minimal use, not reliable.",8/18/2015,Chargers & Cables
US,47302888,R1NTJW1K7SDXJ0,B004XKZ1UC,82850235,"eForCity Leather Case for Barnes and Noble Nook / Nook Color, Black",Mobile_Electronics,1,0,0,N,Y,It is a little annoying.,awkward to hold Feels alright. cheap feel Didn't love it. gets loose Could use improvement. flimsy cover Met expectations. Cou,8/18/2015,Phone Cases & Covers
US,7822109,RSSUAHE0ABAK3,B00BUFBQWU,82850235,"iPod Touch 5 case,ULAK® Hybrid Pink Hard Aztec Tribal Pattern + Blue Silicon Case Cover For Apple iPod Touch (Generation 5) +Screen Protector +Stylus",Mobile_Electronics,3,0,0,N,Y,Junk,Expected better. decent fit Feels alright. just okay a,8/17/2015,Phone Cases & Covers
US,34389704,R3RYSAC1QNBVRY,B00J46XO9U,82850235,"iXCC Lightning Cable 3ft, iPhone charger, for iPhone X, 8, 8 Plus, 7, 7 Plus, 6s, 6s Plus, 6, 6 Plus, SE 5s 5c 5, iPad Air 2 Pro, iPad mini 2 3 4, iPad 4th Gen [Apple MFi Certified] (Black and White)",Mobile_Electronics,4,0,1,N,Y,"This accessory may not be supported. If they are certified, I got two defective units. These do not work.","Built to last, the cable performs above average. Sturdy design tolerates bending and commuting wear. Zero lag in charging with stable temperature control. The connector aligns well, providing seamless power delivery. No power gaps thanks to the connector’s precise fit. Highly efficient charging from a robust cable. Solid quality, doesn’t compromise on durability. Fast charging without drops, great for day-to-day needs. Withstands frequent packing and movement.",8/17/2015,Chargers & Cables
US,52474866,R1P2OYEDTO3E9O,B004XKZ1UC,82850235,"eForCity Leather Case for Barnes and Noble Nook / Nook Color, Black",Mobile_Electronics,3,0,0,N,Y,Don't buy unless you enjoy the dinging of the charging sound every 0.5 seconds,standard material Feels alright. decent fit neutral color Could use improvement. Pretty standard. Design could be improved. Met expectations. Didn't love it. Could have been,8/16/2015,Phone Cases & Covers
US,32681143,RD0IY61ZFQDIW,B004XKZ1UC,82850235,"eForCity Leather Case for Barnes and Noble Nook / Nook Color, Black",Mobile_Electronics,2,0,0,N,Y,Good buy,Expected better. looks worn out quickly hard to close,8/16/2015,Phone Cases & Covers
US,48883000,R1LAXHV7P54C7T,B004XKZ1UC,82850235,"eForCity Leather Case for Barnes and Noble Nook / Nook Color, Black",Mobile_Electronics,4,0,0,N,Y,Five Stars,Didn't love it. stylish look Met expectations. Could have been sturdier.,8/14/2015,Phone Cases & Covers
US,41218818,R1HJH6SI77RJAH,B004XKZ1UC,82850235,"eForCity Leather Case for Barnes and Noble Nook / Nook Color, Black",Mobile_Electronics,3,0,0,N,Y,Good,standard material Could have been sturdier. simple design Met expectations. Pretty standard. Expected better. Design could be,8/14/2015,Phone Cases & Covers
US,5600713,R3G2ALJ6TQSTZK,B00BUFBQWU,82850235,"iPod Touch 5 case,ULAK® Hybrid Pink Hard Aztec Tribal Pattern + Blue Silicon Case Cover For Apple iPod Touch (Generation 5) +Screen Protector +Stylus",Mobile_Electronics,5,0,0,N,Y,Great cable replacement,No major issue found. Met expectations. quality material protects well easy to install durable stitching Could have been sturdier. Expected better. magnetic clasp works great,8/14/2015,Phone Cases & Covers
US,19066740,R3CDVZ6UANW970,B003R5AYRE,82850235,Importer520 5 Pack of Premium Reusable LCD Screen Protectors for Apple iPod Touch 2nd 3rd Gen Generation 32GB / 64GB,Mobile_Electronics,5,0,0,N,N,Five Stars,Just average. Exceeded m,8/14/2015,Screen Protectors
US,50848293,RPR3GCK0XQEQU,B004XKZ1UC,82850235,"eForCity Leather Case for Barnes and Noble Nook / Nook Color, Black",Mobile_Electronics,3,0,0,N,Y,Five Stars,Met expectations. average quality Feels alright. Could have been sturdier. basic protection Could use,8/14/2015,Phone Cases & Covers
US,28651125,RTD1OUUIFVM33,B00J46XO9U,82850235,"iXCC Lightning Cable 3ft, iPhone charger, for iPhone X, 8, 8 Plus, 7, 7 Plus, 6s, 6s Plus, 6, 6 Plus, SE 5s 5c 5, iPad Air 2 Pro, iPad mini 2 3 4, iPad 4th Gen [Apple MFi Certified] (Black and White)",Mobile_Electronics,5,0,0,N,Y,Three Stars,"Charges devices rapidly while staying cool. Meets daily fast-charge expectations effortlessly. Built to last, the cable performs above average. Solid quality, doesn’t compromise on durability. A tight connector fit guarantees uninterrupted charging. Quick energy transfer without heat buildup. Highly efficient charging from a robust cable. Fast performance and thermally stable.",8/12/2015,Chargers & Cables
US,48302505,R3LSOFI98K148Y,B00QERR5CY,82850235,iXCC Multi pack Lightning cable,Mobile_Electronics,4,0,0,N,Y,Nice chargers,Plug fits snugly without interruption in power. Fast performance and thermally stable.,8/10/2015,Chargers & Cables
US,14768018,R90OOZCXK2WAB,B004XKZ1UC,82850235,"eForCity Leather Case for Barnes and Noble Nook / Nook Color, Black",Mobile_Electronics,3,0,0,N,Y,good value for 2 chargers,basic protection Feels alright. Didn't love it. just okay Design could be improved. No major iss,8/10/2015,Phone Cases & Covers
US,45080005,RBZBWM64Z2GAS,B003R5AYRE,82850235,Importer520 5 Pack of Premium Reusable LCD Screen Protectors for Apple iPod Touch 2nd 3rd Gen Generation 32GB / 64GB,Mobile_Electronics,3,0,0,N,Y,Five Stars,average clarity mirror can be distracting Disappointed. Could be better. Looks okay. Exceeded my hopes. Worth the price. not hard to install Works for now. minimal packaging simple design Just average. decent coverage basic protection Did what I expected. fits som,8/10/2015,Screen Protectors
US,33868302,R2UJ1W4DJOI8OX,B004911E9M,82850235,"Wall AC Charger USB Sync Data Cable for iPhone 4, 3GS, and iPod",Mobile_Electronics,3,0,0,N,N,Five Stars,"Functions as described, basic utility with decent output. Packaging was standard, nothing special to note. Used it for a week, no issues but nothing outstanding. Charges the phone as expected, not too fast or slow.",8/9/2015,Chargers & Cables
US,42838271,R3JZTGO6JWC20W,B00BUFBQWU,82850235,"iPod Touch 5 case,ULAK® Hybrid Pink Hard Aztec Tribal Pattern + Blue Silicon Case Cover For Apple iPod Touch (Generation 5) +Screen Protector +Stylus",Mobile_Electronics,1,0,0,N,Y,Sturdy and Reliable,buttons hard to press Feels alright. Expected better. Pretty standard. Met expectations. looks worn out quickly Could use improvement. awkward to hold doesn,8/8/2015,Phone Cases & Covers
US,44849136,RJMJIY6C8X5NS,B00QERR5CY,82850235,iXCC Multi pack Lightning cable,Mobile_Electronics,5,0,0,N,Y,great cable! very flexible and easy to carry around ...,"Superior cable strength and dependable performance. Withstands frequent packing and movement. Sturdy design tolerates bending and commuting wear. Solid quality, doesn’t compromise on durability. Fast charging without drops, great for day-to-day needs. Maintains constant power thanks to secure connector alignment. Quality construction adds long-term reliability. Plug fits snugly without interruption in power. Doesn't fray easily with repeated use and travel.",8/7/2015,Chargers & Cables
US,45223251,RQDFHORQV20BX,B00BUFBQWU,82850235,"iPod Touch 5 case,ULAK® Hybrid Pink Hard Aztec Tribal Pattern + Blue Silicon Case Cover For Apple iPod Touch (Generation 5) +Screen Protector +Stylus",Mobile_Electronics,1,0,0,N,Y,Like the original,scratches easily Didn't love it. poor quality Design could be improved. doesn't fit right awkward to hold No major issue,8/7/2015,Phone Cases & Covers
US,44550380,R22DXI12UJWNA1,B00QERR5CY,82850235,iXCC Multi pack Lightning cable,Mobile_Electronics,4,0,0,N,Y,iPhone cords that actually work!,"Charges devices rapidly while staying cool. The connector aligns well, providing seamless power delivery. Reliable fast charging makes it great for regular use.",8/7/2015,Chargers & Cables
US,33780339,RH5S9U2O986EO,B004911E9M,82850235,"Wall AC Charger USB Sync Data Cable for iPhone 4, 3GS, and iPod",Mobile_Electronics,4,0,0,N,Y,Thumbs up. Ordered more.,Durable construction holds up to travel and flexing.,8/6/2015,Chargers & Cables
US,30152615,R1THQ2ZDW4ZNI7,B005S1CYO6,82850235,Kindle Fire anti-glare Screen Protector,Mobile_Electronics,2,0,0,N,Y,Happy so far,Just average. hard to align Not too bad. traps dust distorts touch sensitivity scratches fast Had issues applying. Works for now. Could be better. Exceeded my hopes. cheap quality peels,8/6/2015,Screen Protectors
US,50709051,R5VX5RY4CWFLK,B004A83PE6,82850235,6-Pack Mirror Screen Protector for Apple iPod Touch 4th Gen,Mobile_Electronics,2,0,0,N,Y,"works as expected. They are cords, so nothing ...",Worth the price. Had issues applying. Looks okay. cheap quality Works for now. peels off easily traps dust hard to align blurry display glare is unbearable distorts touch sensitivity Not too bad. poor fit Exceeded my hopes. Disappointed. Did what I exp,8/6/2015,Screen Protectors
US,17160231,R3OKID0UXN33R4,B0042SNZNK,82850235,Black Genuine Leather Case/Cover With Adjustable Stand For Kindle 3 (Keyboard),Mobile_Electronics,2,0,0,N,Y,These cables might charge your iphone but they'll display an ...,Could have been sturdier. awkward to hold Feels alright. gets loose Met expectations. Didn't love it. No major issue found. Pr,8/5/2015,Phone Cases & Covers
US,11153170,R29FJXOCQGG3WS,B005S1CYO6,82850235,Kindle Fire anti-glare Screen Protector,Mobile_Electronics,1,0,0,N,Y,This is a great product that has performed reliably without issue,Did what I expected. Worth the price. glare is unbearable Just average. cheap quality Works for now. traps dust Had issues applying. poor fit Exceeded my hopes. not fin,8/4/2015,Screen Protectors
US,13127790,R2EA2RIJFW875H,B00J46XO9U,82850235,"iXCC Lightning Cable 3ft, iPhone charger, for iPhone X, 8, 8 Plus, 7, 7 Plus, 6s, 6s Plus, 6, 6 Plus, SE 5s 5c 5, iPad Air 2 Pro, iPad mini 2 3 4, iPad 4th Gen [Apple MFi Certified] (Black and White)",Mobile_Electronics,3,0,0,N,Y,Temporary solution,"This accessory aligns well with product specifications. Packaging was standard, nothing special to note. Average performance, works like other cables I've used. Setup was not complicated and completed quickly. Functions as described, basic utility with decent output. Used it for a week, no issues but nothing outstanding. Charges the phone as expected, not too fast or slow.",8/2/2015,Chargers & Cables
US,47872314,R1WMBGJ704TQCO,B00J46XO9U,82850235,"iXCC Lightning Cable 3ft, iPhone charger, for iPhone X, 8, 8 Plus, 7, 7 Plus, 6s, 6s Plus, 6, 6 Plus, SE 5s 5c 5, iPad Air 2 Pro, iPad mini 2 3 4, iPad 4th Gen [Apple MFi Certified] (Black and White)",Mobile_Electronics,4,0,0,N,N,DO NOT BUY,Plug fits snugly without interruption in power.,8/2/2015,Chargers & Cables
US,12915231,R1KHIHI96O3RA,B004911E9M,82850235,"Wall AC Charger USB Sync Data Cable for iPhone 4, 3GS, and iPod",Mobile_Electronics,4,0,0,N,Y,Great product,Doesn't fray easily with repeated use and travel. Quick and steady charging fits into daily habits. No power gaps thanks to the connector’s precise fit. Maintains constant power thanks to secure connector alignment.,8/1/2015,Chargers & Cables
US,16391045,R18IUQDA0E51PK,B005S1CYO6,82850235,Kindle Fire anti-glare Screen Protector,Mobile_Electronics,4,0,0,N,Y,It's a great product and it charges the phone as fast as ...,Had issues applying. Disappointed. mirror effect is stylish Just average. Looks okay. perfect clarity,7/29/2015,Screen Protectors
US,40117527,R1FNYSEDO7KY7L,B00QERR5CY,82850235,iXCC Multi pack Lightning cable,Mobile_Electronics,4,0,0,N,Y,They work great!!,Superior cable strength and dependable performance. Reliable fast charging makes it great for regular use. Durable construction holds up to travel and flexing. Sturdy design tolerates bending and commuting wear.,7/28/2015,Chargers & Cables
US,295288,RPKLSMBJRWZI5,B004911E9M,82850235,"Wall AC Charger USB Sync Data Cable for iPhone 4, 3GS, and iPod",Mobile_Electronics,5,0,0,N,Y,On point wires,Doesn't fray easily with repeated use and travel. A tight connector fit guarantees uninterrupted charging. No power gaps thanks to the connector’s precise fit. Reliable fast charging makes it great for regular use. Superior cable strength and dependable performance. Fast performance and thermally stable. Highly efficient charging from a robust cable. Holds shape despite rough daily handling. Durable construction holds up to travel and flexing. Maintains constant power thanks to secure connector alignment.,7/28/2015,Chargers & Cables
US,52891291,R3C1S8QWBBJZHH,B004XKZ1UC,82850235,"eForCity Leather Case for Barnes and Noble Nook / Nook Color, Black",Mobile_Electronics,2,0,0,N,Y,Fits my Lifeproof case.,Expected better. scratch,7/27/2015,Phone Cases & Covers
US,19227574,R2VA5V8YMG2AHC,B00QERR5CY,82850235,iXCC Multi pack Lightning cable,Mobile_Electronics,4,0,0,N,Y,Nice cables,"Charges devices rapidly while staying cool. The connector aligns well, providing seamless power delivery. Maintains constant power thanks to secure connector alignment. Solid quality, doesn’t compromise on durability. Reliable fast charging makes it great for regular use. Zero lag in charging with stable temperature control.",7/25/2015,Chargers & Cables
US,49176207,R2FP6BI5M2OM4Y,B004XKZ1UC,82850235,"eForCity Leather Case for Barnes and Noble Nook / Nook Color, Black",Mobile_Electronics,2,0,0,N,Y,Works perfectly,Feels alright. Met expectations. Expected better. Pretty standard. Could use improvement. Design could be im,7/25/2015,Phone Cases & Covers
US,441822,R3HX8IZVYOFSXF,B004XKZ1UC,82850235,"eForCity Leather Case for Barnes and Noble Nook / Nook Color, Black",Mobile_Electronics,1,0,0,N,Y,Five Stars,Met expectations. Pretty standard. poor quality Didn't love it. Could use impr,7/25/2015,Phone Cases & Covers
US,25041574,R2NIM1USNJTUPY,B00BUFBQWU,82850235,"iPod Touch 5 case,ULAK® Hybrid Pink Hard Aztec Tribal Pattern + Blue Silicon Case Cover For Apple iPod Touch (Generation 5) +Screen Protector +Stylus",Mobile_Electronics,1,0,0,N,Y,Five Stars,gets loose cheap feel flimsy cover Met expectations. Could use improvement. Didn't love it. Could have been sturdier. Design could be improved. Pretty standard. Expecte,7/23/2015,Phone Cases & Covers
